"","id","stage","prueba","cuadrante_so","cuadrante_se","cuadrante_ne","cuadrante_no","zona_ne","zona_so","zona_blanco","cruces_blanco","cruces_ne","cruces_so","eficiencia_ne","eficiencia","eficiancia_so","latencia","distancia","velocidad","distancia_media_blanco","distancia_annulus_ne","distancia_annulus_so","tiempo","dia","tratamientos"
"1141","CK_g2_4","entrenamiento_3","Entr_3",2.1,13.9,14.4,0,10.5,0,NA,NA,1,0,0.106,0.106,NA,30.3,4.044,0.134,NA,0.296,0.526,2.25,2,"Ket-CUMS"
"1142","CK_g2_4","entrenamiento_3","Entr_3",11.1,12.2,14.4,2.8,9.2,2.1,NA,NA,1,0,0.128,0.128,NA,40.4,6.155,0.152,NA,0.423,0.444,2.5,2,"Ket-CUMS"
"1143","CK_g2_4","entrenamiento_3","Entr_3",0,5.4,14.9,7.8,9.4,0,NA,NA,1,0,0.125,0.125,NA,28.2,4.114,0.146,NA,0.3,0.572,2.75,2,"Ket-CUMS"
"1144","CK_g2_5","entrenamiento_3","Entr_3",5.8,2.9,14.6,8.1,6.5,2.7,NA,NA,2,0,0.049,0.049,NA,31.3,6.823,0.218,NA,0.344,0.51,2,2,"Ket-CUMS"
"1145","CK_g2_5","entrenamiento_3","Entr_3",0,2.3,15.3,2.2,7.3,0,NA,NA,1,0,0.098,0.098,NA,19.7,3.524,0.179,NA,0.183,0.625,2.25,2,"Ket-CUMS"
"1146","CK_g2_5","entrenamiento_3","Entr_3",2.3,0.8,10.1,0,6,0.3,NA,NA,1,0,0.345,0.345,NA,13.1,2.45,0.187,NA,0.273,0.561,2.5,2,"Ket-CUMS"
"1147","CK_g2_5","entrenamiento_3","Entr_3",0,2.8,3.1,2.6,2.7,0,NA,NA,1,0,0.257,0.257,NA,8.5,1.247,0.146,NA,0.319,0.471,2.75,2,"Ket-CUMS"
"1148","CSK_g2_1","entrenamiento_4","Entr_4",2.3,4.5,11.7,9.2,9.1,1.6,NA,NA,1,1,0.07,0.07,0.101,27.7,5.745,0.207,NA,0.313,0.537,3,3,"Sal-CUMS-K"
"1149","CSK_g2_1","entrenamiento_4","Entr_4",0,0,2.9,1.8,2.7,0,NA,NA,1,0,0.664,0.664,NA,4.7,0.584,0.125,NA,0.246,0.597,3.25,3,"Sal-CUMS-K"
"1150","CSK_g2_1","entrenamiento_4","Entr_4",0.7,0,3.5,1.1,3.1,0,NA,NA,1,0,0.67,0.67,NA,5.4,0.59,0.11,NA,0.213,0.481,3.5,3,"Sal-CUMS-K"
"1151","CSK_g2_2","entrenamiento_4","Entr_4",0,0,11.5,3,6.7,0,NA,NA,1,0,0.178,0.178,NA,14.5,1.702,0.117,NA,0.181,0.457,3,3,"Sal-CUMS-K"
"1152","CSK_g2_2","entrenamiento_4","Entr_4",3.8,6.8,7.4,0.6,3.9,2,NA,NA,1,0,0.256,0.256,NA,18.6,2.663,0.143,NA,0.295,0.371,3.25,3,"Sal-CUMS-K"
"1153","CSK_g2_2","entrenamiento_4","Entr_4",5.1,0,15.7,7.9,8.7,2.3,NA,NA,1,1,0.082,0.082,0.177,28.7,6.098,0.213,NA,0.367,0.535,3.5,3,"Sal-CUMS-K"
"1154","CSK_g2_2","entrenamiento_4","Entr_4",0,1.8,9.1,5.5,5.9,0,NA,NA,1,0,0.155,0.155,NA,16.4,2.811,0.172,NA,0.285,0.655,3.75,3,"Sal-CUMS-K"
"1155","CSK_g2_3","entrenamiento_4","Entr_4",8.1,13.3,16.6,5.3,13.4,3.6,NA,NA,1,2,0.017,0.017,0.164,43.2,11.484,0.266,NA,0.391,0.451,3,3,"Sal-CUMS-K"
"1156","CSK_g2_3","entrenamiento_4","Entr_4",6.3,1.6,4.6,2.1,3.1,3.8,NA,NA,1,2,0.245,0.245,0.456,14.6,3.421,0.234,NA,0.449,0.333,3.25,3,"Sal-CUMS-K"
"1157","CSK_g2_3","entrenamiento_4","Entr_4",0,0,3.1,2.7,2.9,0,NA,NA,1,0,0.849,0.849,NA,5.8,0.574,0.1,NA,0.301,0.677,3.5,3,"Sal-CUMS-K"
"1158","CSK_g2_4","entrenamiento_4","Entr_4",0,1.5,15.2,0,9.1,0,NA,NA,1,0,0.176,0.176,NA,16.7,2.35,0.141,NA,0.147,0.62,3,3,"Sal-CUMS-K"
"1159","CSK_g2_4","entrenamiento_4","Entr_4",4.1,2.6,11.3,0,9.3,3.3,NA,NA,1,1,0.3,0.3,0.403,18,2.552,0.142,NA,0.281,0.444,3.25,3,"Sal-CUMS-K"
"1160","CSK_g2_4","entrenamiento_4","Entr_4",6.8,8,14.8,5.1,8.9,2.2,NA,NA,1,0,0.076,0.076,NA,34.7,6.482,0.187,NA,0.384,0.462,3.5,3,"Sal-CUMS-K"
"1161","CSK_g2_4","entrenamiento_4","Entr_4",2.9,7.1,13.4,5.1,7,1.4,NA,NA,1,1,0.03,0.03,0.262,28.4,5.467,0.192,NA,0.333,0.495,3.75,3,"Sal-CUMS-K"
"1162","CK_g2_1","entrenamiento_4","Entr_4",0,5.1,6.6,3.7,3.1,0,NA,NA,1,0,0.483,0.483,NA,15.5,1.624,0.105,NA,0.319,0.457,3,3,"Ket-CUMS"
"1163","CK_g2_1","entrenamiento_4","Entr_4",0,0,10.9,4.8,5.6,0,NA,NA,1,0,0.136,0.136,NA,15.7,2.444,0.155,NA,0.237,0.645,3.25,3,"Ket-CUMS"
"1164","CK_g2_1","entrenamiento_4","Entr_4",0,2.1,3.9,0,3.2,0,NA,NA,1,0,0.919,0.919,NA,6,0.49,0.082,NA,0.259,0.643,3.5,3,"Ket-CUMS"
"1165","CK_g2_1","entrenamiento_4","Entr_4",0,0,8.3,3.1,8.1,0,NA,NA,1,0,0.337,0.337,NA,11.4,1.461,0.128,NA,0.189,0.597,3.75,3,"Ket-CUMS"
"1166","CK_g2_2","entrenamiento_4","Entr_4",2.9,0,5.4,2.7,4.4,1,NA,NA,1,0,0.6,0.6,NA,11.1,1.2,0.108,NA,0.312,0.408,3,3,"Ket-CUMS"
"1167","CK_g2_2","entrenamiento_4","Entr_4",0,0,8.2,1.2,5.1,0,NA,NA,1,0,0.271,0.271,NA,9.4,1.222,0.13,NA,0.208,0.672,3.25,3,"Ket-CUMS"
"1168","CK_g2_2","entrenamiento_4","Entr_4",7.9,2,7.6,3.6,5.4,5.3,NA,NA,1,0,0.176,0.176,NA,21.2,3.186,0.15,NA,0.407,0.371,3.5,3,"Ket-CUMS"
"1169","CK_g2_2","entrenamiento_4","Entr_4",9.3,6.6,21.6,16,10.7,4.5,NA,NA,1,2,0.033,0.033,0.149,53.5,10.41,0.195,NA,0.354,0.476,3.75,3,"Ket-CUMS"
"1170","CsK_g2_5","entrenamiento_4","Entr_4",3.5,0,3.1,1.1,2.9,2.1,NA,NA,1,1,0.615,0.615,0.917,7.7,1.318,0.171,NA,0.464,0.38,3,3,"Sal-CUMS-K"
"1171","CsK_g2_5","entrenamiento_4","Entr_4",0,0,6.3,3,4.5,0,NA,NA,1,0,0.518,0.518,NA,9.4,1.283,0.137,NA,0.273,0.556,3.25,3,"Sal-CUMS-K"
"1172","CsK_g2_5","entrenamiento_4","Entr_4",0,6.3,7.5,0,4.6,0,NA,NA,1,0,0.246,0.246,NA,13.8,2.188,0.159,NA,0.293,0.572,3.5,3,"Sal-CUMS-K"
"1173","CsK_g2_5","entrenamiento_4","Entr_4",0,0,5.9,2.4,2.9,0,NA,NA,1,0,0.391,0.391,NA,8.3,1.234,0.149,NA,0.279,0.724,3.75,3,"Sal-CUMS-K"
"1174","CK_g2_3","entrenamiento_4","Entr_4",2.5,0.1,5.1,1.5,3.2,0,NA,NA,1,0,0.529,0.529,NA,9.2,1.334,0.145,NA,0.322,0.5,3,3,"Ket-CUMS"
"1175","CK_g2_3","entrenamiento_4","Entr_4",0,1.2,3.1,0,2.8,0,NA,NA,1,0,0.992,0.992,NA,4.3,0.413,0.096,NA,0.223,0.631,3.25,3,"Ket-CUMS"
"1176","CK_g2_3","entrenamiento_4","Entr_4",0,0,7.2,3.5,5.9,0,NA,NA,1,0,0.37,0.37,NA,10.7,1.371,0.128,NA,0.212,0.596,3.5,3,"Ket-CUMS"
"1177","CK_g2_3","entrenamiento_4","Entr_4",0,0,5.6,0,4.2,0,NA,NA,1,0,0.377,0.377,NA,5.6,0.675,0.119,NA,0.127,0.713,3.75,3,"Ket-CUMS"
"1178","CK_g2_4","entrenamiento_4","Entr_4",10.8,8.3,7.8,2.2,6.3,6.9,NA,NA,1,1,0.191,0.191,0.305,29.1,3.822,0.131,NA,0.442,0.371,3,3,"Ket-CUMS"
"1179","CK_g2_4","entrenamiento_4","Entr_4",0,0,5.1,8.1,4.9,0,NA,NA,1,0,0.378,0.378,NA,13.2,1.124,0.085,NA,0.306,0.558,3.25,3,"Ket-CUMS"
"1180","CK_g2_4","entrenamiento_4","Entr_4",2.3,2.5,13.3,1.9,5.4,0.8,NA,NA,1,0,0.19,0.19,NA,19.9,2.293,0.115,NA,0.224,0.488,3.5,3,"Ket-CUMS"
"1181","CK_g2_4","entrenamiento_4","Entr_4",7.1,3.7,12.7,4.1,6,1.3,NA,NA,1,0,0.095,0.095,NA,27.7,3.716,0.134,NA,0.428,0.522,3.75,3,"Ket-CUMS"
"1182","CK_g2_5","entrenamiento_4","Entr_4",11.9,6.7,13.2,11.3,6.9,7.9,NA,NA,1,1,0.077,0.077,0.118,43.2,9.694,0.225,NA,0.43,0.425,3,3,"Ket-CUMS"
"1183","CK_g2_5","entrenamiento_4","Entr_4",6.5,6.8,10.6,5.2,8,0.3,NA,NA,1,0,0.075,0.075,NA,29,5.97,0.206,NA,0.364,0.5,3.25,3,"Ket-CUMS"
"1184","CK_g2_5","entrenamiento_4","Entr_4",0,1.5,6.3,1.5,4.2,0,NA,NA,1,0,0.31,0.31,NA,9.3,1.505,0.161,NA,0.221,0.665,3.5,3,"Ket-CUMS"
"1185","CK_g2_5","entrenamiento_4","Entr_4",2.9,9.2,18.3,10.3,10.1,0.8,NA,NA,1,0,0.063,0.063,NA,40.7,7.53,0.185,NA,0.399,0.562,3.75,3,"Ket-CUMS"
"1186","f_g3_1","entrenamiento_1","Entr_1",15.8,13.7,12.6,17.9,4.5,4.5,NA,NA,0,1,NA,NA,0.167,60,16.67,0.278,NA,0.493,0.45,0,0,"Flx"
"1187","f_g3_1","entrenamiento_1","Entr_1",5.8,7.7,18.6,28,6.2,2.5,NA,NA,0,1,NA,NA,0.091,60,12.923,0.215,NA,0.389,0.543,0.25,0,"Flx"
"1188","f_g3_1","entrenamiento_1","Entr_1",15.3,18.1,14.4,12.2,3.5,0.2,NA,NA,0,0,NA,NA,NA,60,11.361,0.189,NA,0.538,0.523,0.5,0,"Flx"
"1189","f_g3_1","entrenamiento_1","Entr_1",15.6,17.7,15.7,11,2.6,0.9,NA,NA,0,0,NA,NA,NA,60,10.064,0.168,NA,0.559,0.543,0.75,0,"Flx"
"1190","f_g3_2","entrenamiento_1","Entr_1",21.8,13.9,12,12.3,7.3,9.9,NA,NA,0,1,NA,NA,0.203,60,14.893,0.248,NA,0.5,0.405,0,0,"Flx-CUMS"
"1191","f_g3_2","entrenamiento_1","Entr_1",14.3,17.5,13.7,14.5,8,8,NA,NA,0,3,NA,NA,0.247,60,13.573,0.226,NA,0.411,0.424,0.25,0,"Flx-CUMS"
"1192","f_g3_2","entrenamiento_1","Entr_1",6.8,15.1,18.1,4.2,13.6,3.8,NA,NA,6,1,0.088,0.088,0.125,44.1,7.146,0.162,NA,0.38,0.517,0.5,0,"Flx-CUMS"
"1193","f_g3_2","entrenamiento_1","Entr_1",4.7,10.9,11.9,8.4,7.3,3,NA,NA,1,1,0.069,0.069,0.961,36,6.77,0.188,NA,0.372,0.479,0.75,0,"Flx-CUMS"
"1194","f_g3_3","entrenamiento_1","Entr_1",22.8,13.4,9,14.8,3.7,9.2,NA,NA,1,2,0.12,0.12,0.393,60,13.525,0.225,NA,0.538,0.392,0,0,"Sal-CUMS-F"
"1195","f_g3_3","entrenamiento_1","Entr_1",0,8.3,23.8,2.7,16.5,0,NA,NA,0,0,NA,NA,NA,34.8,4.829,0.139,NA,0.184,0.6,0.25,0,"Sal-CUMS-F"
"1196","f_g3_3","entrenamiento_1","Entr_1",3.1,12.7,10.9,3.3,6.1,1.2,NA,NA,1,0,0.127,0.127,NA,30.1,5.174,0.172,NA,0.34,0.441,0.5,0,"Sal-CUMS-F"
"1197","f_g3_3","entrenamiento_1","Entr_1",0,0,3.2,1.9,2.8,0,NA,NA,1,0,0.919,0.919,NA,5.1,0.576,0.112,NA,0.322,0.656,0.75,0,"Sal-CUMS-F"
"1198","f_g3_4","entrenamiento_1","Entr_1",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.5,0,0,NA,0,0,0,0,"Flx-CUMS"
"1199","f_g3_4","entrenamiento_1","Entr_1",0,0,5.3,0,5.3,0,NA,NA,1,0,NA,NA,NA,5.3,0,0,NA,0,0.642,0.25,0,"Flx-CUMS"
"1200","f_g3_4","entrenamiento_1","Entr_1",7.4,3.7,9,8.7,6.1,3.6,NA,NA,2,1,0.074,0.074,0.158,28.9,6.362,0.22,NA,0.476,0.489,0.5,0,"Flx-CUMS"
"1201","f_g3_4","entrenamiento_1","Entr_1",4,3.5,3,3.8,2.7,0.7,NA,NA,1,0,0.101,0.101,NA,14.2,2.829,0.199,NA,0.522,0.447,0.75,0,"Flx-CUMS"
"1202","f_g3_5","entrenamiento_1","Entr_1",24.4,19,7.6,9.1,4.2,10.9,NA,NA,1,2,0.081,0.081,0.109,60,13.296,0.222,NA,0.517,0.346,0,0,"Flx"
"1203","f_g3_5","entrenamiento_1","Entr_1",16.7,20.7,15.8,6.7,7.2,8.2,NA,NA,0,3,NA,NA,0.501,60,14.05,0.234,NA,0.435,0.433,0.25,0,"Flx"
"1204","f_g3_5","entrenamiento_1","Entr_1",2.9,13.7,9.6,5.9,4.7,0,NA,NA,1,0,0.099,0.099,NA,32.1,6.235,0.194,NA,0.409,0.493,0.5,0,"Flx"
"1205","f_g3_5","entrenamiento_1","Entr_1",0,0,6.1,1.8,4.8,0,NA,NA,2,0,0.338,0.338,NA,7.9,1.15,0.145,NA,0.195,0.632,0.75,0,"Flx"
"1206","f_g3_6","entrenamiento_1","Entr_1",7.7,19.2,18.3,14.7,8.6,3.3,NA,NA,0,0,NA,NA,NA,60,11.445,0.191,NA,0.374,0.456,0,0,"Flx"
"1207","f_g3_6","entrenamiento_1","Entr_1",6.9,23.3,21.4,8.4,10,4.9,NA,NA,0,0,NA,NA,NA,60,10.287,0.171,NA,0.327,0.469,0.25,0,"Flx"
"1208","f_g3_6","entrenamiento_1","Entr_1",0.9,9.1,23.5,2.2,9.3,0,NA,NA,5,0,0.36,0.36,NA,35.7,4.461,0.125,NA,0.243,0.499,0.5,0,"Flx"
"1209","f_g3_6","entrenamiento_1","Entr_1",3.6,7.6,26.2,7.2,12.3,0.8,NA,NA,1,0,0.033,0.033,NA,44.6,8.657,0.194,NA,0.27,0.572,0.75,0,"Flx"
"1210","f_g3_7","entrenamiento_1","Entr_1",1.8,2.6,2.7,0,2.6,1,NA,NA,1,0,0.542,0.542,NA,7.1,1.478,0.207,NA,0.533,0.414,0,0,"Sal-CUMS-F"
"1211","f_g3_7","entrenamiento_1","Entr_1",2.1,4.1,15.7,2.5,11.8,1.3,NA,NA,1,0,0.118,0.118,NA,24.4,3.193,0.131,NA,0.211,0.59,0.25,0,"Sal-CUMS-F"
"1212","f_g3_7","entrenamiento_1","Entr_1",8.5,20.5,16.9,14.1,6.1,4.6,NA,NA,0,1,NA,NA,0.689,60,6.544,0.109,NA,0.345,0.355,0.5,0,"Sal-CUMS-F"
"1213","f_g3_7","entrenamiento_1","Entr_1",3.9,5.6,6.2,4.3,5,2.7,NA,NA,2,2,0.106,0.106,0.966,20.1,4.4,0.219,NA,0.425,0.459,0.75,0,"Sal-CUMS-F"
"1214","f_g3_8","entrenamiento_1","Entr_1",13.2,17.4,15.6,13.8,2.9,3.1,NA,NA,0,0,NA,NA,NA,60,14.621,0.244,NA,0.478,0.526,0,0,"Sal-CUMS-F"
"1215","f_g3_8","entrenamiento_1","Entr_1",0,5.9,4.1,1.1,3.1,0,NA,NA,1,0,0.282,0.282,NA,11.1,1.762,0.159,NA,0.352,0.559,0.25,0,"Sal-CUMS-F"
"1216","f_g3_8","entrenamiento_1","Entr_1",2.9,7.3,5.9,0,4.9,2.1,NA,NA,1,0,0.208,0.208,NA,16.1,3.122,0.193,NA,0.386,0.512,0.5,0,"Sal-CUMS-F"
"1217","f_g3_8","entrenamiento_1","Entr_1",11,20.4,23.4,5.2,10.3,5.3,NA,NA,2,1,0.038,0.038,0.154,60,14.639,0.244,NA,0.382,0.471,0.75,0,"Sal-CUMS-F"
"1218","f_g3_9","entrenamiento_1","Entr_1",18.8,14.9,8.1,18.3,1.9,7.8,NA,NA,0,4,NA,NA,0.126,60,15.926,0.265,NA,0.489,0.4,0,0,"Sal-CUMS-F"
"1219","f_g3_9","entrenamiento_1","Entr_1",16.4,10.5,15,14.8,7.7,6.4,NA,NA,2,0,0.038,0.038,NA,56.7,12.377,0.218,NA,0.459,0.409,0.25,0,"Sal-CUMS-F"
"1220","f_g3_9","entrenamiento_1","Entr_1",16.5,14.2,16.9,12.4,8.7,9,NA,NA,1,1,0.116,0.116,0.04,60,14.069,0.235,NA,0.426,0.429,0.5,0,"Sal-CUMS-F"
"1221","f_g3_9","entrenamiento_1","Entr_1",7.7,1.5,16.8,11.5,6.1,1.2,NA,NA,1,0,0.058,0.058,NA,37.5,7.523,0.201,NA,0.398,0.528,0.75,0,"Sal-CUMS-F"
"1222","f_g3_10","entrenamiento_1","Entr_1",6.1,20.1,18,15.8,9.6,0.9,NA,NA,0,0,NA,NA,NA,60,9.788,0.163,NA,0.376,0.496,0,0,"Flx"
"1223","f_g3_10","entrenamiento_1","Entr_1",3.3,2.4,3.8,16.4,3.2,1.3,NA,NA,1,0,0.141,0.141,NA,25.9,3.806,0.147,NA,0.453,0.437,0.25,0,"Flx"
"1224","f_g3_10","entrenamiento_1","Entr_1",3.8,2.2,4.4,0,4.2,1.1,NA,NA,2,0,0.553,0.553,NA,10.3,1.441,0.14,NA,0.501,0.403,0.5,0,"Flx"
"1225","f_g3_10","entrenamiento_1","Entr_1",4.9,11.2,17.6,13,8.5,2.3,NA,NA,1,1,0.045,0.045,0.114,46.7,9.477,0.203,NA,0.331,0.493,0.75,0,"Flx"
"1226","f_g3_1","entrenamiento_2","Entr_2",0,2,2.8,0,2.6,0,NA,NA,1,0,0.872,0.872,NA,4.8,0.523,0.109,NA,0.293,0.658,1,1,"Flx"
"1227","f_g3_1","entrenamiento_2","Entr_2",10.1,4.3,8.8,12.3,5,4.2,NA,NA,1,1,0.091,0.091,0.938,35.4,8.61,0.243,NA,0.496,0.436,1.25,1,"Flx"
"1228","f_g3_1","entrenamiento_2","Entr_2",7.6,7.3,26,11.4,13.3,2.2,NA,NA,1,0,0.041,0.041,NA,52.3,11.989,0.229,NA,0.352,0.521,1.5,1,"Flx"
"1229","f_g3_1","entrenamiento_2","Entr_2",0,2.1,3.9,0,2.6,0,NA,NA,1,0,0.685,0.685,NA,6,0.975,0.161,NA,0.334,0.637,1.75,1,"Flx"
"1230","f_g3_2","entrenamiento_2","Entr_2",6.7,10.1,10.8,12.5,5,3.3,NA,NA,2,0,0.149,0.149,NA,40.1,7.974,0.199,NA,0.423,0.504,1,1,"Flx-CUMS"
"1231","f_g3_2","entrenamiento_2","Entr_2",0,0,4.4,1.8,3.5,0,NA,NA,1,0,0.658,0.658,NA,6.2,0.927,0.148,NA,0.259,0.511,1.25,1,"Flx-CUMS"
"1232","f_g3_2","entrenamiento_2","Entr_2",0,1.4,3,3.4,2.6,0,NA,NA,1,0,0.338,0.338,NA,7.8,1.387,0.178,NA,0.333,0.549,1.5,1,"Flx-CUMS"
"1233","f_g3_2","entrenamiento_2","Entr_2",2.7,1.6,2.8,1.3,2.5,0,NA,NA,1,0,0.557,0.557,NA,8.4,1.326,0.158,NA,0.562,0.423,1.75,1,"Flx-CUMS"
"1234","f_g3_3","entrenamiento_2","Entr_2",14,22.9,17.6,5.5,8.2,3.9,NA,NA,0,1,NA,NA,0.094,60,9.777,0.163,NA,0.345,0.415,1,1,"Sal-CUMS-F"
"1235","f_g3_3","entrenamiento_2","Entr_2",1.3,0,3.2,1,3,0,NA,NA,1,0,0.858,0.858,NA,5.5,0.759,0.138,NA,0.327,0.465,1.25,1,"Sal-CUMS-F"
"1236","f_g3_3","entrenamiento_2","Entr_2",4.9,14.4,9.7,4,6.3,3,NA,NA,1,0,0.086,0.086,NA,33,5.623,0.17,NA,0.386,0.428,1.5,1,"Sal-CUMS-F"
"1237","f_g3_3","entrenamiento_2","Entr_2",16.7,29.2,9.3,4.8,4.2,6.9,NA,NA,0,1,NA,NA,0.091,60,11.378,0.19,NA,0.5,0.366,1.75,1,"Sal-CUMS-F"
"1238","f_g3_4","entrenamiento_2","Entr_2",0,1.8,4.6,0,3.1,0,NA,NA,1,0,0.908,0.908,NA,6.4,0.529,0.082,NA,0.259,0.702,1,1,"Flx-CUMS"
"1239","f_g3_4","entrenamiento_2","Entr_2",1.1,0,2.7,3.1,2.5,0.8,NA,NA,1,0,0.577,0.577,NA,6.9,1.101,0.16,NA,0.404,0.417,1.25,1,"Flx-CUMS"
"1240","f_g3_4","entrenamiento_2","Entr_2",12.7,15.6,20.1,11.6,8.4,8,NA,NA,0,4,NA,NA,0.753,60,13.521,0.225,NA,0.374,0.468,1.5,1,"Flx-CUMS"
"1241","f_g3_4","entrenamiento_2","Entr_2",0,2.7,3.2,0,3,0,NA,NA,1,0,0.856,0.856,NA,5.9,0.85,0.143,NA,0.365,0.531,1.75,1,"Flx-CUMS"
"1242","f_g3_5","entrenamiento_2","Entr_2",15,8.1,16.6,9.1,7.3,9.5,NA,NA,2,1,0.113,0.113,0.223,48.7,8.037,0.165,NA,0.383,0.399,1,1,"Flx"
"1243","f_g3_5","entrenamiento_2","Entr_2",0.7,0,4.2,2.3,3.6,0,NA,NA,1,0,0.567,0.567,NA,7.2,1.057,0.147,NA,0.281,0.568,1.25,1,"Flx"
"1244","f_g3_5","entrenamiento_2","Entr_2",0,0,4.1,2.4,3,0,NA,NA,1,0,0.796,0.796,NA,6.5,0.704,0.108,NA,0.317,0.685,1.5,1,"Flx"
"1245","f_g3_5","entrenamiento_2","Entr_2",3.4,0,3.8,3.5,3,2.1,NA,NA,1,0,0.384,0.384,NA,10.7,1.705,0.159,NA,0.482,0.422,1.75,1,"Flx"
"1246","f_g3_6","entrenamiento_2","Entr_2",0,0,14.1,8,12.5,0,NA,NA,3,0,0.064,0.064,NA,22.1,1.114,0.05,NA,0.178,0.52,1,1,"Flx"
"1247","f_g3_6","entrenamiento_2","Entr_2",0,2.2,8.6,8.1,5.8,0,NA,NA,1,0,0.225,0.225,NA,18.8,3.234,0.172,NA,0.268,0.532,1.25,1,"Flx"
"1248","f_g3_6","entrenamiento_2","Entr_2",4.7,0,5.1,4.4,4.2,3.6,NA,NA,1,1,0.194,0.194,0.609,14.1,2.325,0.165,NA,0.417,0.381,1.5,1,"Flx"
"1249","f_g3_6","entrenamiento_2","Entr_2",0,2.3,7.2,2,6.2,0,NA,NA,1,0,0.34,0.34,NA,11.5,1.671,0.146,NA,0.219,0.546,1.75,1,"Flx"
"1250","f_g3_7","entrenamiento_2","Entr_2",0,0.9,6.4,0,3,0,NA,NA,1,0,0.222,0.222,NA,7.2,0.85,0.117,NA,0.177,0.729,1,1,"Sal-CUMS-F"
"1251","f_g3_7","entrenamiento_2","Entr_2",17.3,14.1,14.8,13.8,6.3,9.8,NA,NA,0,2,NA,NA,0.024,60,11.499,0.192,NA,0.363,0.368,1.25,1,"Sal-CUMS-F"
"1252","f_g3_7","entrenamiento_2","Entr_2",10.6,4.8,9.1,35.5,1.5,0.9,NA,NA,0,0,NA,NA,NA,60,5.57,0.093,NA,0.356,0.362,1.5,1,"Sal-CUMS-F"
"1253","f_g3_7","entrenamiento_2","Entr_2",0,2.5,3.1,0,3,0,NA,NA,1,0,0.881,0.881,NA,5.7,0.725,0.128,NA,0.326,0.545,1.75,1,"Sal-CUMS-F"
"1254","f_g3_8","entrenamiento_2","Entr_2",0,5.9,10.2,0,7.9,0,NA,NA,5,0,0.296,0.296,NA,16.2,1.357,0.084,NA,0.216,0.665,1,1,"Sal-CUMS-F"
"1255","f_g3_8","entrenamiento_2","Entr_2",0.9,0,2.8,0.7,2.6,0.7,NA,NA,1,0,0.983,0.983,NA,4.4,0.642,0.146,NA,0.344,0.455,1.25,1,"Sal-CUMS-F"
"1256","f_g3_8","entrenamiento_2","Entr_2",0,0,2.8,0.9,2.6,0,NA,NA,1,0,0.958,0.958,NA,3.7,0.262,0.07,NA,0.162,0.594,1.5,1,"Sal-CUMS-F"
"1257","f_g3_8","entrenamiento_2","Entr_2",2.8,5.7,8.1,3.3,3.8,1.6,NA,NA,1,0,0.183,0.183,NA,19.9,4.145,0.209,NA,0.448,0.544,1.75,1,"Sal-CUMS-F"
"1258","f_g3_9","entrenamiento_2","Entr_2",12.7,9.4,7.1,9.2,5.5,7,NA,NA,1,3,0.046,0.046,0.554,38.3,8.544,0.223,NA,0.524,0.389,1,1,"Sal-CUMS-F"
"1259","f_g3_9","entrenamiento_2","Entr_2",4.1,5.6,12.5,5.5,8.3,0,NA,NA,5,0,0.109,0.109,NA,27.6,5.18,0.187,NA,0.341,0.5,1.25,1,"Sal-CUMS-F"
"1260","f_g3_9","entrenamiento_2","Entr_2",3.9,6.5,7.5,6,5.1,0,NA,NA,1,0,0.093,0.093,NA,23.8,5.219,0.219,NA,0.475,0.53,1.5,1,"Sal-CUMS-F"
"1261","f_g3_9","entrenamiento_2","Entr_2",9,0,7.2,5.7,4.1,2.4,NA,NA,1,0,0.161,0.161,NA,21.8,4.433,0.203,NA,0.477,0.377,1.75,1,"Sal-CUMS-F"
"1262","f_g3_10","entrenamiento_2","Entr_2",0,4.4,2,0,2,0,NA,NA,1,0,0.684,0.684,NA,6.4,0.778,0.121,NA,0.39,0.469,1,1,"Flx"
"1263","f_g3_10","entrenamiento_2","Entr_2",3.2,1.9,8.2,3.8,5.1,1.6,NA,NA,1,0,0.18,0.18,NA,17,4.317,0.254,NA,0.356,0.487,1.25,1,"Flx"
"1264","f_g3_10","entrenamiento_2","Entr_2",3,3.4,9.8,14.6,5.7,0.8,NA,NA,1,0,0.07,0.07,NA,30.8,7.362,0.239,NA,0.358,0.471,1.5,1,"Flx"
"1265","f_g3_10","entrenamiento_2","Entr_2",0,3.4,3.4,0,3.1,0,NA,NA,2,0,0.819,0.819,NA,6.7,0.957,0.143,NA,0.406,0.619,1.75,1,"Flx"
"1266","f_g3_1","entrenamiento_3","Entr_3",0,0,9,3.1,8.1,0,NA,NA,3,0,0.498,0.498,NA,12.1,1.276,0.106,NA,0.211,0.556,2,2,"Flx"
"1267","f_g3_1","entrenamiento_3","Entr_3",2.5,0.6,6.3,5.9,4.2,1,NA,NA,1,0,0.247,0.247,NA,15.3,3.219,0.211,NA,0.366,0.423,2.25,2,"Flx"
"1268","f_g3_1","entrenamiento_3","Entr_3",0,2.3,6.1,1.5,3.9,0,NA,NA,1,0,0.269,0.269,NA,9.8,1.845,0.188,NA,0.258,0.659,2.5,2,"Flx"
"1269","f_g3_1","entrenamiento_3","Entr_3",0,0,4.6,1.9,3.8,0,NA,NA,1,0,0.621,0.621,NA,6.5,0.794,0.122,NA,0.237,0.64,2.75,2,"Flx"
"1270","f_g3_2","entrenamiento_3","Entr_3",0,0,3,3.5,2.7,0,NA,NA,1,0,0.881,0.881,NA,6.6,0.912,0.139,NA,0.457,0.448,2,2,"Flx-CUMS"
